City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
0,Banikoara,11.2985,2.4386,73.31,13,15,5.28,few clouds,BJ,2022-02-12 00:52:29
1,Puerto Ayora,-0.7393,-90.3518,72.55,100,60,1.01,broken clouds,EC,2022-02-12 00:52:29
2,Hithadhoo,-0.6,73.0833,81.14,69,100,8.97,overcast clouds,MV,2022-02-12 00:52:29
3,Bonthe,7.5264,-12.505,76.5,94,8,3.71,clear sky,SL,2022-02-12 00:50:23
4,Albany,42.6001,-73.9662,51.8,57,100,1.01,overcast clouds,US,2022-02-12 00:52:30
5,Cabo San Lucas,22.8909,-109.9124,72.61,66,0,1.01,clear sky,MX,2022-02-12 00:49:31
6,Bredasdorp,-34.5322,20.0403,62.28,94,8,3.42,clear sky,ZA,2022-02-12 00:52:30
7,Maragogi,-9.0122,-35.2225,79.79,77,27,9.8,scattered clouds,BR,2022-02-12 00:49:48
8,Mataura,-46.1927,168.8643,59.49,50,99,9.28,overcast clouds,NZ,2022-02-12 00:52:30
9,Ulladulla,-35.35,150.4667,72.5,76,84,12.03,broken clouds,AU,2022-02-12 00:52:31
10,Soyo,-6.1349,12.3689,76.87,86,33,5.53,scattered clouds,AO,2022-02-12 00:52:31
11,Kruisfontein,-34.0033,24.7314,61.21,85,0,3.18,clear sky,ZA,2022-02-12 00:50:13
12,Klaksvik,62.2266,-6.589,40.12,97,100,31.14,overcast clouds,FO,2022-02-12 00:52:31
13,Coquimbo,-29.9533,-71.3436,64.67,86,1,4.34,clear sky,CL,2022-02-12 00:52:32
14,Denpasar,-8.65,115.2167,80.26,88,20,5.75,few clouds,ID,2022-02-12 00:52:32
15,Vanimo,-2.6741,141.3028,79.79,86,100,2.71,overcast clouds,PG,2022-02-12 00:52:32
16,Hermanus,-34.4187,19.2345,64.9,90,0,8.19,clear sky,ZA,2022-02-12 00:52:33
17,Busselton,-33.65,115.3333,69.08,68,13,8.86,few clouds,AU,2022-02-12 00:52:33
18,Chokurdakh,70.6333,147.9167,-4.09,96,100,13.33,overcast clouds,RU,2022-02-12 00:49:54
19,Clyde River,70.4692,-68.5914,-16.37,76,100,31.07,snow,CA,2022-02-12 00:52:33
20,Punta Arenas,-53.15,-70.9167,57.31,72,75,25.32,broken clouds,CL,2022-02-12 00:48:56
21,Onokhoy,51.932,108.0747,-25.85,98,71,1.86,broken clouds,RU,2022-02-12 00:52:34
22,Hobart,-42.8794,147.3294,68.22,48,40,8.05,scattered clouds,AU,2022-02-12 00:52:34
23,Butaritari,3.0707,172.7902,81.88,78,73,15.43,light rain,KI,2022-02-12 00:52:34
24,Carnarvon,-24.8667,113.6333,87.87,55,3,8.05,clear sky,AU,2022-02-12 00:52:34
25,Amahai,-3.3333,128.9167,84.58,67,99,1.01,overcast clouds,ID,2022-02-12 00:52:15
26,Esperance,-33.8667,121.9,76.84,92,100,5.21,light rain,AU,2022-02-12 00:52:35
27,Las Vegas,36.175,-115.1372,81.28,13,0,14.97,clear sky,US,2022-02-12 00:51:08
28,Ambilobe,-13.2,49.05,72.72,96,100,3.18,overcast clouds,MG,2022-02-12 00:52:35
29,Aswan,24.0934,32.907,51.1,50,0,4.61,clear sky,EG,2022-02-12 00:52:36
30,Rikitea,-23.1203,-134.9692,79.18,74,0,16.87,light rain,PF,2022-02-12 00:52:36
31,Novyy Svit,47.8059,38.0211,38.35,92,100,6.04,overcast clouds,UA,2022-02-12 00:52:36
32,Buenos Aires,-34.6132,-58.3772,64.94,57,100,16.11,overcast clouds,AR,2022-02-12 00:49:18
33,Chuy,-33.6971,-53.4616,72.55,85,50,13.78,scattered clouds,UY,2022-02-12 00:52:37
34,Novoagansk,61.9449,76.6625,-15.03,99,6,6.6,clear sky,RU,2022-02-12 00:52:37
35,Duldurga,50.6761,113.5931,-12.51,93,79,3.04,broken clouds,RU,2022-02-12 00:52:37
36,Kapaa,22.0752,-159.319,81.48,63,0,9.22,clear sky,US,2022-02-12 00:50:44
37,Cervo,43.6702,-7.4101,52.97,87,100,7.11,overcast clouds,ES,2022-02-12 00:52:37
38,Avarua,-21.2078,-159.775,84.25,74,54,10.36,broken clouds,CK,2022-02-12 00:49:51
39,La Huacana,18.9667,-101.8167,73.29,27,0,2.71,clear sky,MX,2022-02-12 00:52:38
40,Geraldton,-28.7667,114.6,81.01,61,8,5.75,clear sky,AU,2022-02-12 00:52:38
41,Ponta Do Sol,32.6667,-17.1,64.71,72,12,6.89,few clouds,PT,2022-02-12 00:52:38
42,Akom,2.6678,12.7109,66.54,52,19,3.27,few clouds,CM,2022-02-12 00:52:39
43,Yellowknife,62.456,-114.3525,-10.71,76,75,2.3,light snow,CA,2022-02-12 00:52:39
44,Saint-Philippe,-21.3585,55.7679,76.59,71,22,5.59,few clouds,RE,2022-02-12 00:48:14
45,Sao Jose Do Egito,-7.4789,-37.2744,74.12,71,91,4.47,moderate rain,BR,2022-02-12 00:52:39
46,Maragheh,37.3917,46.2398,30.47,86,0,2.3,clear sky,IR,2022-02-12 00:53:40
47,Awbari,26.5921,12.7805,48.58,36,0,6.93,clear sky,LY,2022-02-12 00:51:38
48,New Norfolk,-42.7826,147.0587,67.87,37,9,1.99,clear sky,AU,2022-02-12 00:50:23
49,Ribeira Grande,38.5167,-28.7,60.15,75,100,11.81,overcast clouds,PT,2022-02-12 00:53:40
50,Kaitangata,-46.2817,169.8464,62.92,53,100,9.13,overcast clouds,NZ,2022-02-12 00:53:40
51,Barrow,71.2906,-156.7887,-27.6,100,68,7.31,broken clouds,US,2022-02-12 00:53:41
52,Bubaque,11.2833,-15.8333,78.94,69,3,5.86,clear sky,GW,2022-02-12 00:49:25
53,Nouadhibou,20.931,-17.0347,69.78,52,68,12.66,broken clouds,MR,2022-02-12 00:53:41
54,Sinnamary,5.3833,-52.95,76.15,89,61,9.48,broken clouds,GF,2022-02-12 00:50:49
55,Ushuaia,-54.8,-68.3,49.66,93,100,6.91,heavy intensity rain,AR,2022-02-12 00:53:41
56,Padang,-0.9492,100.3543,75.25,73,100,2.66,overcast clouds,ID,2022-02-12 00:53:42
57,Upernavik,72.7868,-56.1549,-11.04,77,100,17.27,overcast clouds,GL,2022-02-12 00:53:42
58,Kisaran,2.9845,99.6158,73.69,96,100,2.21,overcast clouds,ID,2022-02-12 00:53:42
59,Tuktoyaktuk,69.4541,-133.0374,-22.0,69,75,6.91,broken clouds,CA,2022-02-12 00:50:44
60,Dancheng,33.6333,115.1833,40.84,76,69,2.66,broken clouds,CN,2022-02-12 00:53:43
61,East London,-33.0153,27.9116,72.0,85,0,3.83,clear sky,ZA,2022-02-12 00:53:43
62,Atar,20.5169,-13.0499,66.72,20,100,9.28,overcast clouds,MR,2022-02-12 00:49:26
63,Bluff,-46.6,168.3333,59.81,63,42,18.86,scattered clouds,NZ,2022-02-12 00:53:43
64,Nueva Rosita,27.95,-101.2167,68.88,18,0,10.22,clear sky,MX,2022-02-12 00:53:43
65,Maceio,-9.6658,-35.7353,80.04,78,20,8.05,few clouds,BR,2022-02-12 00:53:44
66,Victoria,22.2855,114.1577,67.95,89,16,5.01,few clouds,HK,2022-02-12 00:51:38
67,Tomatlan,19.9333,-105.25,72.77,52,25,5.19,scattered clouds,MX,2022-02-12 00:53:44
68,Port Elizabeth,-33.918,25.5701,62.89,94,0,2.3,clear sky,ZA,2022-02-12 00:53:44
69,Matay,28.419,30.7792,49.98,68,0,8.81,clear sky,EG,2022-02-12 00:53:45
70,Alausi,-2.2,-78.8333,51.31,96,100,1.77,light rain,EC,2022-02-12 00:53:45
71,Hobyo,5.3505,48.5268,75.25,67,100,14.25,overcast clouds,SO,2022-02-12 00:53:45
72,Ukiah,39.1502,-123.2078,80.49,26,0,0.0,clear sky,US,2022-02-12 00:53:46
73,Turukhansk,65.8167,87.9833,-20.99,88,4,5.95,clear sky,RU,2022-02-12 00:53:46
74,Baherden,38.4362,57.4316,43.3,69,68,0.72,broken clouds,TM,2022-02-12 00:53:46
75,Vila Franca Do Campo,37.7167,-25.4333,61.2,76,72,2.24,broken clouds,PT,2022-02-12 00:53:46
76,Buenavista,8.9769,125.4089,81.86,74,62,7.58,broken clouds,PH,2022-02-12 00:53:47
77,Pevek,69.7008,170.3133,-28.75,99,99,6.33,overcast clouds,RU,2022-02-12 00:53:47
78,Vaini,-21.2,-175.2,86.16,84,20,9.22,few clouds,TO,2022-02-12 00:53:47
79,Lorengau,-2.0226,147.2712,83.88,73,100,3.91,overcast clouds,PG,2022-02-12 00:53:48
80,Vostok,46.4856,135.8833,18.66,93,100,3.0,light snow,RU,2022-02-12 00:53:48
81,Khatanga,71.9667,102.5,-1.01,83,100,14.16,overcast clouds,RU,2022-02-12 00:51:48
82,Nome,64.5011,-165.4064,-9.36,81,99,9.4,overcast clouds,US,2022-02-12 00:53:48
83,Olinda,-8.0089,-34.8553,83.93,74,40,5.75,scattered clouds,BR,2022-02-12 00:50:25
84,Butembo,0.15,29.2833,60.85,61,100,3.09,overcast clouds,CD,2022-02-12 00:53:49
85,Jamestown,42.097,-79.2353,43.3,63,100,18.41,light rain,US,2022-02-12 00:53:49
86,Grand Gaube,-20.0064,57.6608,75.38,81,98,5.95,overcast clouds,MU,2022-02-12 00:51:01
87,Vanavara,60.34,102.2797,-15.41,98,99,1.59,overcast clouds,RU,2022-02-12 00:53:49
88,Lagos,6.5833,3.75,80.92,96,2,1.32,clear sky,NG,2022-02-12 00:52:41
89,Muli,2.9167,73.5667,81.05,67,31,3.74,scattered clouds,MV,2022-02-12 00:53:50
90,Uruzgan,32.8333,66.0,34.68,41,0,8.5,clear sky,AF,2022-02-12 00:53:50
91,Korla,41.7597,86.1469,26.1,46,12,4.99,few clouds,CN,2022-02-12 00:53:50
92,Atuona,-9.8,-139.0333,77.74,76,3,10.76,clear sky,PF,2022-02-12 00:49:59
93,Provideniya,64.3833,-173.3,-12.39,88,4,8.55,clear sky,RU,2022-02-12 00:53:50
94,Sambava,-14.2667,50.1667,74.55,91,15,5.7,few clouds,MG,2022-02-12 00:51:12
95,Thompson,55.7435,-97.8558,-16.44,63,20,4.61,few clouds,CA,2022-02-12 00:54:51
96,The Valley,18.217,-63.0578,77.14,73,20,14.97,few clouds,AI,2022-02-12 00:54:51
97,Nikolskoye,59.7035,30.7861,24.69,91,24,8.84,few clouds,RU,2022-02-12 00:54:51
98,Medvedka,61.1629,46.387,13.8,97,100,3.96,light snow,RU,2022-02-12 00:54:52
99,Lososina,48.9975,140.3106,20.34,90,100,2.95,light snow,RU,2022-02-12 00:54:52
100,Miyako,39.6367,141.9525,36.27,58,7,1.45,clear sky,JP,2022-02-12 00:54:52
101,Qaanaaq,77.484,-69.3632,-22.88,54,0,7.99,clear sky,GL,2022-02-12 00:53:15
102,Naze,28.3667,129.4833,59.92,65,74,9.98,broken clouds,JP,2022-02-12 00:54:53
103,Amiens,49.9,2.3,36.27,85,100,6.08,overcast clouds,FR,2022-02-12 00:54:53
104,Tazovskiy,67.4667,78.7,-6.88,83,100,11.36,overcast clouds,RU,2022-02-12 00:54:53
105,Dikson,73.5069,80.5464,2.97,81,100,29.08,overcast clouds,RU,2022-02-12 00:54:54
106,Severo-Kurilsk,50.6789,156.125,27.27,78,95,9.57,light snow,RU,2022-02-12 00:53:58
107,Castro,-24.7911,-50.0119,62.13,90,19,7.07,few clouds,BR,2022-02-12 00:49:55
108,Sitka,57.0531,-135.33,40.46,98,100,8.95,light rain,US,2022-02-12 00:54:54
109,Kirakira,-10.4544,161.9205,78.94,87,100,4.29,heavy intensity rain,SB,2022-02-12 00:54:54
110,Mogadishu,2.0371,45.3438,75.94,78,98,19.73,overcast clouds,SO,2022-02-12 00:54:55
111,Gat,31.61,34.7642,48.4,78,0,3.76,clear sky,IL,2022-02-12 00:52:03
112,Ayan,56.45,138.1667,8.06,76,100,4.45,overcast clouds,RU,2022-02-12 00:54:55
113,Bambous Virieux,-20.3428,57.7575,75.22,94,20,4.61,few clouds,MU,2022-02-12 00:54:55
114,Fujin,47.26,132.0322,12.99,93,100,7.92,light snow,CN,2022-02-12 00:54:56
115,Vila Velha,-20.3297,-40.2925,73.35,94,75,8.05,light rain,BR,2022-02-12 00:51:07
116,Borgarnes,64.5383,-21.9206,30.25,73,100,11.68,overcast clouds,IS,2022-02-12 00:54:56
117,Portland,45.5234,-122.6762,63.09,29,5,15.01,clear sky,US,2022-02-12 00:54:56
118,Kodiak,57.79,-152.4072,37.33,97,100,2.04,overcast clouds,US,2022-02-12 00:54:57
119,Viedma,-40.8135,-62.9967,62.11,26,0,7.76,clear sky,AR,2022-02-12 00:54:57
120,Havoysund,70.9963,24.6622,29.28,60,68,9.57,light snow,NO,2022-02-12 00:54:57
121,Puerto Leguizamo,-0.1934,-74.7819,77.7,80,100,2.17,moderate rain,CO,2022-02-12 00:54:58
122,Beloha,-25.1667,45.05,73.6,91,41,11.95,scattered clouds,MG,2022-02-12 00:54:58
123,Manuk Mangkaw,4.8,119.85,80.56,77,100,2.19,overcast clouds,PH,2022-02-12 00:54:58
124,Potam,27.6,-110.3833,73.92,45,0,7.29,clear sky,MX,2022-02-12 00:54:59
125,Shingu,33.7333,135.9833,45.59,33,100,0.74,overcast clouds,JP,2022-02-12 00:54:59
126,Kidal,18.4411,1.4078,67.06,13,81,9.44,broken clouds,ML,2022-02-12 00:54:59
127,Karla,59.3723,24.9275,30.56,79,0,6.91,clear sky,EE,2022-02-12 00:55:00
128,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.75,79,44,9.82,scattered clouds,BR,2022-02-12 00:52:13
129,Matviyivka,47.0747,35.1444,40.01,90,100,5.68,overcast clouds,UA,2022-02-12 00:55:00
130,Yar-Sale,66.8333,70.8333,-1.14,82,100,16.4,overcast clouds,RU,2022-02-12 00:55:00
131,Port Lincoln,-34.7333,135.8667,71.74,59,0,12.82,clear sky,AU,2022-02-12 00:55:00
132,Chute-Aux-Outardes,49.1168,-68.399,32.31,80,100,16.11,light snow,CA,2022-02-12 00:55:01
133,Bathsheba,13.2167,-59.5167,77.61,53,20,19.57,few clouds,BB,2022-02-12 00:55:01
134,Beringovskiy,63.05,179.3167,-21.73,93,25,10.65,scattered clouds,RU,2022-02-12 00:52:03
135,Contamana,-7.3333,-75.0167,77.79,74,76,3.22,broken clouds,PE,2022-02-12 00:55:01
136,Riviere-Du-Loup,47.8304,-69.5342,24.75,86,100,3.44,overcast clouds,CA,2022-02-12 00:55:02
137,Samarinda,-0.5,117.15,76.33,89,100,2.53,overcast clouds,ID,2022-02-12 00:54:40
138,Palmer,42.1584,-72.3287,46.15,48,75,13.8,broken clouds,US,2022-02-12 00:55:02
139,Contepec,20.0167,-100.1167,48.43,34,5,5.79,clear sky,MX,2022-02-12 00:55:02
140,Port Alfred,-33.5906,26.891,70.93,88,0,5.91,clear sky,ZA,2022-02-12 00:54:12
141,Moerai,-22.4333,-151.3333,79.88,74,100,7.05,overcast clouds,PF,2022-02-12 00:56:03
142,Georgetown,5.4112,100.3354,78.89,91,20,3.44,few clouds,MY,2022-02-12 00:51:12
143,Mutoko,-17.397,32.2268,60.08,89,94,1.16,overcast clouds,ZW,2022-02-12 00:56:03
144,Nanortalik,60.1432,-45.2371,29.8,75,100,10.33,overcast clouds,GL,2022-02-12 00:56:03
145,Phalaborwa,-23.943,31.1411,70.88,70,36,5.97,scattered clouds,ZA,2022-02-12 00:56:04
146,Pisco,-13.7,-76.2167,73.02,68,0,19.57,clear sky,PE,2022-02-12 00:54:50
147,Vardo,70.3705,31.1107,30.78,77,100,29.46,overcast clouds,NO,2022-02-12 00:56:04
148,Banda Aceh,5.5577,95.3222,78.42,78,71,7.52,broken clouds,ID,2022-02-12 00:51:22
149,Sakaiminato,35.55,133.2333,37.38,93,75,3.44,fog,JP,2022-02-12 00:56:05
150,Kastornoye,51.8334,38.1302,30.18,79,100,5.99,overcast clouds,RU,2022-02-12 00:56:05
151,Sola,-13.8833,167.55,84.87,79,75,0.0,broken clouds,VU,2022-02-12 00:56:05
152,Maputo,-25.9653,32.5892,76.23,87,40,2.3,scattered clouds,MZ,2022-02-12 00:56:05
153,Cape Town,-33.9258,18.4232,68.88,82,0,13.8,clear sky,ZA,2022-02-12 00:56:06
154,Zapolyarnyy,69.4154,30.8136,22.28,94,100,6.76,overcast clouds,RU,2022-02-12 00:56:06
155,Cedar City,37.6775,-113.0619,54.57,23,0,19.57,clear sky,US,2022-02-12 00:52:51
156,Rudnya,54.947,31.0934,22.42,96,100,7.49,overcast clouds,RU,2022-02-12 00:56:06
157,Tuatapere,-46.1333,167.6833,59.83,64,88,13.53,overcast clouds,NZ,2022-02-12 00:56:07
158,Santa Luzia,-19.7697,-43.8514,70.14,94,75,4.61,broken clouds,BR,2022-02-12 00:56:07
159,Auki,-8.7676,160.7034,79.47,87,100,7.61,overcast clouds,SB,2022-02-12 00:56:07
160,Kavaratti,10.5669,72.642,80.01,77,77,8.81,broken clouds,IN,2022-02-12 00:56:08
161,Hofn,64.2539,-15.2082,27.34,76,100,21.99,overcast clouds,IS,2022-02-12 00:56:08
162,Tumut,-35.3,148.2167,74.39,22,0,3.49,clear sky,AU,2022-02-12 00:56:08
163,Pangody,65.85,74.4859,-4.83,80,6,14.83,clear sky,RU,2022-02-12 00:56:09
